,Statistic Label,Month,Meteorological Weather Station,UNIT,VALUE,Year
7236,Precipitation Amount,April,Malin Head,Millimetres,51.9,2010
7237,Precipitation Amount,April,Claremorris,Millimetres,85.1,2010
7238,Precipitation Amount,April,Valentia Observatory,Millimetres,101.7,2010
7239,Precipitation Amount,April,Belmullet,Millimetres,53.1,2010
7240,Precipitation Amount,April,Shannon Airport,Millimetres,71.4,2010
7241,Precipitation Amount,April,Dublin Airport,Millimetres,26.7,2010
7242,Precipitation Amount,April,Mullingar,Millimetres,53.5,2010
7243,Precipitation Amount,April,Cork Airport,Millimetres,41.3,2010
7244,Precipitation Amount,April,Casement,Millimetres,32.7,2010
7245,Precipitation Amount,April,Phoenix Park,Millimetres,23.1,2010
7246,Precipitation Amount,April,Roches Point,Millimetres,37.1,2010
7247,Precipitation Amount,April,Markree,Millimetres,59.9,2010
7248,Precipitation Amount,May,Malin Head,Millimetres,50.7,2010
7249,Precipitation Amount,May,Claremorris,Millimetres,24.4,2010
7250,Precipitation Amount,May,Valentia Observatory,Millimetres,54.2,2010
7251,Precipitation Amount,May,Belmullet,Millimetres,41.8,2010
7252,Precipitation Amount,May,Shannon Airport,Millimetres,56.8,2010
7253,Precipitation Amount,May,Dublin Airport,Millimetres,38.0,2010
7254,Precipitation Amount,May,Mullingar,Millimetres,41.3,2010
7255,Precipitation Amount,May,Cork Airport,Millimetres,47.5,2010
7256,Precipitation Amount,May,Casement,Millimetres,44.9,2010
7257,Precipitation Amount,May,Phoenix Park,Millimetres,44.6,2010
7258,Precipitation Amount,May,Roches Point,Millimetres,44.5,2010
7259,Precipitation Amount,May,Markree,Millimetres,33.6,2010
7260,Precipitation Amount,June,Malin Head,Millimetres,24.8,2010
7261,Precipitation Amount,June,Claremorris,Millimetres,31.8,2010
7262,Precipitation Amount,June,Valentia Observatory,Millimetres,83.9,2010
7263,Precipitation Amount,June,Belmullet,Millimetres,35.7,2010
7264,Precipitation Amount,June,Shannon Airport,Millimetres,33.4,2010
7265,Precipitation Amount,June,Dublin Airport,Millimetres,50.3,2010
7266,Precipitation Amount,June,Mullingar,Millimetres,50.3,2010
7267,Precipitation Amount,June,Cork Airport,Millimetres,48.0,2010
7268,Precipitation Amount,June,Casement,Millimetres,45.2,2010
7269,Precipitation Amount,June,Phoenix Park,Millimetres,54.5,2010
7270,Precipitation Amount,June,Roches Point,Millimetres,43.4,2010
7271,Precipitation Amount,June,Markree,Millimetres,28.6,2010
7272,Precipitation Amount,July,Malin Head,Millimetres,136.0,2010
7273,Precipitation Amount,July,Claremorris,Millimetres,198.7,2010
7274,Precipitation Amount,July,Valentia Observatory,Millimetres,161.2,2010
7275,Precipitation Amount,July,Belmullet,Millimetres,138.6,2010
7276,Precipitation Amount,July,Shannon Airport,Millimetres,123.1,2010
7277,Precipitation Amount,July,Dublin Airport,Millimetres,78.5,2010
7278,Precipitation Amount,July,Mullingar,Millimetres,149.9,2010
7279,Precipitation Amount,July,Cork Airport,Millimetres,134.8,2010
7280,Precipitation Amount,July,Casement,Millimetres,81.7,2010
7281,Precipitation Amount,July,Phoenix Park,Millimetres,83.6,2010
7282,Precipitation Amount,July,Roches Point,Millimetres,159.1,2010
7283,Precipitation Amount,July,Markree,Millimetres,172.0,2010
7284,Precipitation Amount,August,Malin Head,Millimetres,64.4,2010
7285,Precipitation Amount,August,Claremorris,Millimetres,45.3,2010
7286,Precipitation Amount,August,Valentia Observatory,Millimetres,37.7,2010
7287,Precipitation Amount,August,Belmullet,Millimetres,72.5,2010
7288,Precipitation Amount,August,Shannon Airport,Millimetres,39.1,2010
7289,Precipitation Amount,August,Dublin Airport,Millimetres,48.0,2010
7290,Precipitation Amount,August,Mullingar,Millimetres,47.3,2010
7291,Precipitation Amount,August,Cork Airport,Millimetres,17.1,2010
7292,Precipitation Amount,August,Casement,Millimetres,43.5,2010
7293,Precipitation Amount,August,Phoenix Park,Millimetres,34.6,2010
7294,Precipitation Amount,August,Roches Point,Millimetres,18.1,2010
7295,Precipitation Amount,August,Markree,Millimetres,95.8,2010
7296,Precipitation Amount,September,Malin Head,Millimetres,144.1,2010
7297,Precipitation Amount,September,Claremorris,Millimetres,156.6,2010
7298,Precipitation Amount,September,Valentia Observatory,Millimetres,123.4,2010
7299,Precipitation Amount,September,Belmullet,Millimetres,148.6,2010
7300,Precipitation Amount,September,Shannon Airport,Millimetres,138.9,2010
7301,Precipitation Amount,September,Dublin Airport,Millimetres,104.3,2010
7302,Precipitation Amount,September,Mullingar,Millimetres,164.5,2010
7303,Precipitation Amount,September,Cork Airport,Millimetres,79.1,2010
7304,Precipitation Amount,September,Casement,Millimetres,102.7,2010
7305,Precipitation Amount,September,Phoenix Park,Millimetres,96.9,2010
7306,Precipitation Amount,September,Roches Point,Millimetres,86.8,2010
7307,Precipitation Amount,September,Markree,Millimetres,117.7,2010
7308,Precipitation Amount,October,Malin Head,Millimetres,68.5,2010
7309,Precipitation Amount,October,Claremorris,Millimetres,91.8,2010
7310,Precipitation Amount,October,Valentia Observatory,Millimetres,133.7,2010
7311,Precipitation Amount,October,Belmullet,Millimetres,80.8,2010
7312,Precipitation Amount,October,Shannon Airport,Millimetres,76.8,2010
7313,Precipitation Amount,October,Dublin Airport,Millimetres,30.8,2010
7314,Precipitation Amount,October,Mullingar,Millimetres,59.4,2010
7315,Precipitation Amount,October,Cork Airport,Millimetres,120.5,2010
7316,Precipitation Amount,October,Casement,Millimetres,37.7,2010
7317,Precipitation Amount,October,Phoenix Park,Millimetres,25.4,2010
7318,Precipitation Amount,October,Roches Point,Millimetres,102.1,2010
7319,Precipitation Amount,October,Markree,Millimetres,78.0,2010
7320,Precipitation Amount,November,Malin Head,Millimetres,115.6,2010
7321,Precipitation Amount,November,Claremorris,Millimetres,182.6,2010
7322,Precipitation Amount,November,Valentia Observatory,Millimetres,175.4,2010
7323,Precipitation Amount,November,Belmullet,Millimetres,203.0,2010
7324,Precipitation Amount,November,Shannon Airport,Millimetres,133.3,2010
7325,Precipitation Amount,November,Dublin Airport,Millimetres,100.0,2010
7326,Precipitation Amount,November,Mullingar,Millimetres,125.2,2010
7327,Precipitation Amount,November,Cork Airport,Millimetres,85.6,2010
7328,Precipitation Amount,November,Casement,Millimetres,120.0,2010
7329,Precipitation Amount,November,Phoenix Park,Millimetres,102.8,2010
7330,Precipitation Amount,November,Roches Point,Millimetres,74.1,2010
7331,Precipitation Amount,November,Markree,Millimetres,149.6,2010
7332,Precipitation Amount,December,Malin Head,Millimetres,69.2,2010
7333,Precipitation Amount,December,Claremorris,Millimetres,60.2,2010
7334,Precipitation Amount,December,Valentia Observatory,Millimetres,107.6,2010
7335,Precipitation Amount,December,Belmullet,Millimetres,87.3,2010
7336,Precipitation Amount,December,Shannon Airport,Millimetres,26.0,2010
7337,Precipitation Amount,December,Dublin Airport,Millimetres,58.1,2010
7338,Precipitation Amount,December,Mullingar,Millimetres,37.2,2010
7339,Precipitation Amount,December,Cork Airport,Millimetres,66.9,2010
7340,Precipitation Amount,December,Casement,Millimetres,66.2,2010
7341,Precipitation Amount,December,Phoenix Park,Millimetres,64.0,2010
7342,Precipitation Amount,December,Roches Point,Millimetres,51.2,2010
7343,Precipitation Amount,December,Markree,Millimetres,60.3,2010
7344,Precipitation Amount,January,Malin Head,Millimetres,89.6,2011
7345,Precipitation Amount,January,Claremorris,Millimetres,88.6,2011
7346,Precipitation Amount,January,Valentia Observatory,Millimetres,107.8,2011
7347,Precipitation Amount,January,Belmullet,Millimetres,68.4,2011
7348,Precipitation Amount,January,Shannon Airport,Millimetres,74.1,2011
7349,Precipitation Amount,January,Dublin Airport,Millimetres,29.2,2011
7350,Precipitation Amount,January,Mullingar,Millimetres,47.1,2011
7351,Precipitation Amount,January,Cork Airport,Millimetres,74.5,2011
7352,Precipitation Amount,January,Casement,Millimetres,34.1,2011
7353,Precipitation Amount,January,Phoenix Park,Millimetres,28.7,2011
7354,Precipitation Amount,January,Roches Point,Millimetres,60.9,2011
7355,Precipitation Amount,January,Markree,Millimetres,74.2,2011
7356,Precipitation Amount,February,Malin Head,Millimetres,105.5,2011
7357,Precipitation Amount,February,Claremorris,Millimetres,175.7,2011
7358,Precipitation Amount,February,Valentia Observatory,Millimetres,188.9,2011
7359,Precipitation Amount,February,Belmullet,Millimetres,150.2,2011
7360,Precipitation Amount,February,Shannon Airport,Millimetres,149.0,2011
7361,Precipitation Amount,February,Dublin Airport,Millimetres,76.1,2011
7362,Precipitation Amount,February,Mullingar,Millimetres,119.0,2011
7363,Precipitation Amount,February,Cork Airport,Millimetres,129.0,2011
7364,Precipitation Amount,February,Casement,Millimetres,76.2,2011
7365,Precipitation Amount,February,Phoenix Park,Millimetres,84.3,2011
7366,Precipitation Amount,February,Roches Point,Millimetres,82.6,2011
7367,Precipitation Amount,February,Markree,Millimetres,120.3,2011
7368,Precipitation Amount,March,Malin Head,Millimetres,59.0,2011
7369,Precipitation Amount,March,Claremorris,Millimetres,50.7,2011
7370,Precipitation Amount,March,Valentia Observatory,Millimetres,59.6,2011
7371,Precipitation Amount,March,Belmullet,Millimetres,63.5,2011
7372,Precipitation Amount,March,Shannon Airport,Millimetres,34.3,2011
7373,Precipitation Amount,March,Dublin Airport,Millimetres,19.4,2011
7374,Precipitation Amount,March,Mullingar,Millimetres,36.1,2011
7375,Precipitation Amount,March,Cork Airport,Millimetres,32.3,2011
7376,Precipitation Amount,March,Casement,Millimetres,15.0,2011
7377,Precipitation Amount,March,Phoenix Park,Millimetres,18.7,2011
7378,Precipitation Amount,March,Roches Point,Millimetres,26.1,2011
7379,Precipitation Amount,March,Markree,Millimetres,43.7,2011
7380,Precipitation Amount,April,Malin Head,Millimetres,66.2,2011
7381,Precipitation Amount,April,Claremorris,Millimetres,90.5,2011
7382,Precipitation Amount,April,Valentia Observatory,Millimetres,68.1,2011
7383,Precipitation Amount,April,Belmullet,Millimetres,76.1,2011
7384,Precipitation Amount,April,Shannon Airport,Millimetres,42.2,2011
7385,Precipitation Amount,April,Dublin Airport,Millimetres,28.4,2011
7386,Precipitation Amount,April,Mullingar,Millimetres,35.0,2011
7387,Precipitation Amount,April,Cork Airport,Millimetres,42.7,2011
7388,Precipitation Amount,April,Casement,Millimetres,30.0,2011
7389,Precipitation Amount,April,Phoenix Park,Millimetres,23.4,2011
7390,Precipitation Amount,April,Roches Point,Millimetres,24.4,2011
7391,Precipitation Amount,April,Markree,Millimetres,60.9,2011
7392,Precipitation Amount,May,Malin Head,Millimetres,100.4,2011
7393,Precipitation Amount,May,Claremorris,Millimetres,123.0,2011
7394,Precipitation Amount,May,Valentia Observatory,Millimetres,164.6,2011
7395,Precipitation Amount,May,Belmullet,Millimetres,133.3,2011
7396,Precipitation Amount,May,Shannon Airport,Millimetres,93.3,2011
7397,Precipitation Amount,May,Dublin Airport,Millimetres,37.0,2011
7398,Precipitation Amount,May,Mullingar,Millimetres,67.3,2011
7399,Precipitation Amount,May,Cork Airport,Millimetres,122.7,2011
7400,Precipitation Amount,May,Casement,Millimetres,51.5,2011
7401,Precipitation Amount,May,Phoenix Park,Millimetres,48.1,2011
7402,Precipitation Amount,May,Roches Point,Millimetres,105.0,2011
7403,Precipitation Amount,May,Markree,Millimetres,114.3,2011
7404,Precipitation Amount,June,Malin Head,Millimetres,84.5,2011
7405,Precipitation Amount,June,Claremorris,Millimetres,50.4,2011
7406,Precipitation Amount,June,Valentia Observatory,Millimetres,118.5,2011
7407,Precipitation Amount,June,Belmullet,Millimetres,80.6,2011
7408,Precipitation Amount,June,Shannon Airport,Millimetres,112.5,2011
7409,Precipitation Amount,June,Dublin Airport,Millimetres,64.3,2011
7410,Precipitation Amount,June,Mullingar,Millimetres,65.1,2011
7411,Precipitation Amount,June,Cork Airport,Millimetres,88.7,2011
7412,Precipitation Amount,June,Casement,Millimetres,65.1,2011
7413,Precipitation Amount,June,Phoenix Park,Millimetres,66.8,2011
7414,Precipitation Amount,June,Roches Point,Millimetres,84.4,2011
7415,Precipitation Amount,June,Markree,Millimetres,73.7,2011
7416,Precipitation Amount,July,Malin Head,Millimetres,49.9,2011
7417,Precipitation Amount,July,Claremorris,Millimetres,64.3,2011
7418,Precipitation Amount,July,Valentia Observatory,Millimetres,80.0,2011
7419,Precipitation Amount,July,Belmullet,Millimetres,42.5,2011
7420,Precipitation Amount,July,Shannon Airport,Millimetres,31.7,2011
7421,Precipitation Amount,July,Dublin Airport,Millimetres,42.6,2011
7422,Precipitation Amount,July,Mullingar,Millimetres,60.3,2011
7423,Precipitation Amount,July,Cork Airport,Millimetres,39.2,2011
7424,Precipitation Amount,July,Casement,Millimetres,53.3,2011
7425,Precipitation Amount,July,Phoenix Park,Millimetres,47.9,2011
7426,Precipitation Amount,July,Roches Point,Millimetres,31.2,2011
7427,Precipitation Amount,July,Markree,Millimetres,67.0,2011
7428,Precipitation Amount,August,Malin Head,Millimetres,79.0,2011
7429,Precipitation Amount,August,Claremorris,Millimetres,82.0,2011
7430,Precipitation Amount,August,Valentia Observatory,Millimetres,91.7,2011
7431,Precipitation Amount,August,Belmullet,Millimetres,74.4,2011
7432,Precipitation Amount,August,Shannon Airport,Millimetres,54.1,2011
7433,Precipitation Amount,August,Dublin Airport,Millimetres,39.7,2011
7434,Precipitation Amount,August,Mullingar,Millimetres,65.1,2011
7435,Precipitation Amount,August,Cork Airport,Millimetres,55.0,2011
7436,Precipitation Amount,August,Casement,Millimetres,51.6,2011
7437,Precipitation Amount,August,Phoenix Park,Millimetres,43.5,2011
7438,Precipitation Amount,August,Roches Point,Millimetres,42.3,2011
7439,Precipitation Amount,August,Markree,Millimetres,108.5,2011
7440,Precipitation Amount,September,Malin Head,Millimetres,133.0,2011
7441,Precipitation Amount,September,Claremorris,Millimetres,,2011
7442,Precipitation Amount,September,Valentia Observatory,Millimetres,160.2,2011
7443,Precipitation Amount,September,Belmullet,Millimetres,187.4,2011
7444,Precipitation Amount,September,Shannon Airport,Millimetres,94.7,2011
7445,Precipitation Amount,September,Dublin Airport,Millimetres,65.2,2011
7446,Precipitation Amount,September,Mullingar,Millimetres,122.1,2011
7447,Precipitation Amount,September,Cork Airport,Millimetres,115.6,2011
7448,Precipitation Amount,September,Casement,Millimetres,76.3,2011
7449,Precipitation Amount,September,Phoenix Park,Millimetres,57.3,2011
7450,Precipitation Amount,September,Roches Point,Millimetres,89.3,2011
7451,Precipitation Amount,September,Markree,Millimetres,132.6,2011
7452,Precipitation Amount,October,Malin Head,Millimetres,177.1,2011
7453,Precipitation Amount,October,Claremorris,Millimetres,160.9,2011
7454,Precipitation Amount,October,Valentia Observatory,Millimetres,192.8,2011
7455,Precipitation Amount,October,Belmullet,Millimetres,194.7,2011
7456,Precipitation Amount,October,Shannon Airport,Millimetres,99.1,2011
7457,Precipitation Amount,October,Dublin Airport,Millimetres,169.5,2011
7458,Precipitation Amount,October,Mullingar,Millimetres,133.0,2011
7459,Precipitation Amount,October,Cork Airport,Millimetres,91.7,2011
7460,Precipitation Amount,October,Casement,Millimetres,165.9,2011
7461,Precipitation Amount,October,Phoenix Park,Millimetres,153.1,2011
7462,Precipitation Amount,October,Roches Point,Millimetres,67.8,2011
7463,Precipitation Amount,October,Markree,Millimetres,193.7,2011
7464,Precipitation Amount,November,Malin Head,Millimetres,103.7,2011
7465,Precipitation Amount,November,Claremorris,Millimetres,209.0,2011
7466,Precipitation Amount,November,Valentia Observatory,Millimetres,298.9,2011
7467,Precipitation Amount,November,Belmullet,Millimetres,130.7,2011
7468,Precipitation Amount,November,Shannon Airport,Millimetres,87.2,2011
7469,Precipitation Amount,November,Dublin Airport,Millimetres,48.5,2011
7470,Precipitation Amount,November,Mullingar,Millimetres,106.2,2011
7471,Precipitation Amount,November,Cork Airport,Millimetres,148.7,2011
7472,Precipitation Amount,November,Casement,Millimetres,54.8,2011
7473,Precipitation Amount,November,Phoenix Park,Millimetres,54.1,2011
7474,Precipitation Amount,November,Roches Point,Millimetres,96.7,2011
7475,Precipitation Amount,November,Markree,Millimetres,138.6,2011
7476,Precipitation Amount,December,Malin Head,Millimetres,184.2,2011
7477,Precipitation Amount,December,Claremorris,Millimetres,175.9,2011
7478,Precipitation Amount,December,Valentia Observatory,Millimetres,188.6,2011
7479,Precipitation Amount,December,Belmullet,Millimetres,174.0,2011
7480,Precipitation Amount,December,Shannon Airport,Millimetres,144.7,2011
7481,Precipitation Amount,December,Dublin Airport,Millimetres,51.9,2011
7482,Precipitation Amount,December,Mullingar,Millimetres,87.8,2011
7483,Precipitation Amount,December,Cork Airport,Millimetres,82.6,2011
7484,Precipitation Amount,December,Casement,Millimetres,53.0,2011
7485,Precipitation Amount,December,Phoenix Park,Millimetres,49.1,2011
7486,Precipitation Amount,December,Roches Point,Millimetres,63.7,2011
7487,Precipitation Amount,December,Markree,Millimetres,168.1,2011
7488,Precipitation Amount,January,Malin Head,Millimetres,134.7,2012
7489,Precipitation Amount,January,Claremorris,Millimetres,126.0,2012
7490,Precipitation Amount,January,Valentia Observatory,Millimetres,155.3,2012
7491,Precipitation Amount,January,Belmullet,Millimetres,123.6,2012
7492,Precipitation Amount,January,Shannon Airport,Millimetres,111.8,2012
7493,Precipitation Amount,January,Dublin Airport,Millimetres,63.0,2012
7494,Precipitation Amount,January,Mullingar,Millimetres,97.4,2012
7495,Precipitation Amount,January,Cork Airport,Millimetres,94.1,2012
7496,Precipitation Amount,January,Casement,Millimetres,63.2,2012
7497,Precipitation Amount,January,Phoenix Park,Millimetres,69.2,2012
7498,Precipitation Amount,January,Roches Point,Millimetres,63.8,2012
7499,Precipitation Amount,January,Markree,Millimetres,114.0,2012
7500,Precipitation Amount,February,Malin Head,Millimetres,68.1,2012
7501,Precipitation Amount,February,Claremorris,Millimetres,69.6,2012
7502,Precipitation Amount,February,Valentia Observatory,Millimetres,68.2,2012
7503,Precipitation Amount,February,Belmullet,Millimetres,69.4,2012
7504,Precipitation Amount,February,Shannon Airport,Millimetres,38.6,2012
7505,Precipitation Amount,February,Dublin Airport,Millimetres,20.5,2012
7506,Precipitation Amount,February,Mullingar,Millimetres,42.4,2012
7507,Precipitation Amount,February,Cork Airport,Millimetres,42.4,2012
7508,Precipitation Amount,February,Casement,Millimetres,19.8,2012
7509,Precipitation Amount,February,Phoenix Park,Millimetres,19.4,2012
7510,Precipitation Amount,February,Roches Point,Millimetres,29.5,2012
7511,Precipitation Amount,February,Markree,Millimetres,77.1,2012
7512,Precipitation Amount,March,Malin Head,Millimetres,29.8,2012
7513,Precipitation Amount,March,Claremorris,Millimetres,39.4,2012
7514,Precipitation Amount,March,Valentia Observatory,Millimetres,44.2,2012
7515,Precipitation Amount,March,Belmullet,Millimetres,41.4,2012
7516,Precipitation Amount,March,Shannon Airport,Millimetres,28.3,2012
7517,Precipitation Amount,March,Dublin Airport,Millimetres,25.6,2012
7518,Precipitation Amount,March,Mullingar,Millimetres,15.4,2012
7519,Precipitation Amount,March,Cork Airport,Millimetres,23.7,2012
7520,Precipitation Amount,March,Casement,Millimetres,27.5,2012
7521,Precipitation Amount,March,Phoenix Park,Millimetres,28.1,2012
7522,Precipitation Amount,March,Roches Point,Millimetres,18.1,2012
7523,Precipitation Amount,March,Markree,Millimetres,28.5,2012
7524,Precipitation Amount,April,Malin Head,Millimetres,46.3,2012
7525,Precipitation Amount,April,Claremorris,Millimetres,71.2,2012
7526,Precipitation Amount,April,Valentia Observatory,Millimetres,119.1,2012
7527,Precipitation Amount,April,Belmullet,Millimetres,79.7,2012
7528,Precipitation Amount,April,Shannon Airport,Millimetres,78.2,2012
7529,Precipitation Amount,April,Dublin Airport,Millimetres,90.2,2012
7530,Precipitation Amount,April,Mullingar,Millimetres,75.4,2012
7531,Precipitation Amount,April,Cork Airport,Millimetres,82.6,2012
7532,Precipitation Amount,April,Casement,Millimetres,94.7,2012
7533,Precipitation Amount,April,Phoenix Park,Millimetres,93.0,2012
7534,Precipitation Amount,April,Roches Point,Millimetres,64.8,2012
7535,Precipitation Amount,April,Markree,Millimetres,81.5,2012
7536,Precipitation Amount,May,Malin Head,Millimetres,50.7,2012
7537,Precipitation Amount,May,Claremorris,Millimetres,63.0,2012
7538,Precipitation Amount,May,Valentia Observatory,Millimetres,53.5,2012
7539,Precipitation Amount,May,Belmullet,Millimetres,52.1,2012
7540,Precipitation Amount,May,Shannon Airport,Millimetres,38.8,2012
7541,Precipitation Amount,May,Dublin Airport,Millimetres,60.4,2012
7542,Precipitation Amount,May,Mullingar,Millimetres,55.1,2012
7543,Precipitation Amount,May,Cork Airport,Millimetres,72.9,2012
7544,Precipitation Amount,May,Casement,Millimetres,64.0,2012
7545,Precipitation Amount,May,Phoenix Park,Millimetres,61.4,2012
7546,Precipitation Amount,May,Roches Point,Millimetres,64.0,2012
7547,Precipitation Amount,May,Markree,Millimetres,68.5,2012
7548,Precipitation Amount,June,Malin Head,Millimetres,141.1,2012
7549,Precipitation Amount,June,Claremorris,Millimetres,175.1,2012
7550,Precipitation Amount,June,Valentia Observatory,Millimetres,128.3,2012
7551,Precipitation Amount,June,Belmullet,Millimetres,110.0,2012
7552,Precipitation Amount,June,Shannon Airport,Millimetres,166.9,2012
7553,Precipitation Amount,June,Dublin Airport,Millimetres,147.7,2012
7554,Precipitation Amount,June,Mullingar,Millimetres,175.1,2012
7555,Precipitation Amount,June,Cork Airport,Millimetres,228.3,2012
7556,Precipitation Amount,June,Casement,Millimetres,178.5,2012
7557,Precipitation Amount,June,Phoenix Park,Millimetres,164.5,2012
7558,Precipitation Amount,June,Roches Point,Millimetres,185.4,2012
7559,Precipitation Amount,June,Markree,Millimetres,184.1,2012
7560,Precipitation Amount,July,Malin Head,Millimetres,91.4,2012
7561,Precipitation Amount,July,Claremorris,Millimetres,115.7,2012
7562,Precipitation Amount,July,Valentia Observatory,Millimetres,174.5,2012
7563,Precipitation Amount,July,Belmullet,Millimetres,95.2,2012
7564,Precipitation Amount,July,Shannon Airport,Millimetres,112.8,2012
7565,Precipitation Amount,July,Dublin Airport,Millimetres,85.3,2012
7566,Precipitation Amount,July,Mullingar,Millimetres,122.1,2012
7567,Precipitation Amount,July,Cork Airport,Millimetres,112.9,2012
7568,Precipitation Amount,July,Casement,Millimetres,102.7,2012
7569,Precipitation Amount,July,Phoenix Park,Millimetres,98.3,2012
7570,Precipitation Amount,July,Roches Point,Millimetres,91.2,2012
7571,Precipitation Amount,July,Markree,Millimetres,119.4,2012
7572,Precipitation Amount,August,Malin Head,Millimetres,87.3,2012
7573,Precipitation Amount,August,Claremorris,Millimetres,100.0,2012
7574,Precipitation Amount,August,Valentia Observatory,Millimetres,163.9,2012
7575,Precipitation Amount,August,Belmullet,Millimetres,,2012
7576,Precipitation Amount,August,Shannon Airport,Millimetres,89.1,2012
7577,Precipitation Amount,August,Dublin Airport,Millimetres,78.1,2012
7578,Precipitation Amount,August,Mullingar,Millimetres,128.9,2012
7579,Precipitation Amount,August,Cork Airport,Millimetres,186.2,2012
7580,Precipitation Amount,August,Casement,Millimetres,74.9,2012
7581,Precipitation Amount,August,Phoenix Park,Millimetres,64.4,2012
7582,Precipitation Amount,August,Roches Point,Millimetres,147.8,2012
7583,Precipitation Amount,August,Markree,Millimetres,129.3,2012
7584,Precipitation Amount,September,Malin Head,Millimetres,139.2,2012
7585,Precipitation Amount,September,Claremorris,Millimetres,61.0,2012
7586,Precipitation Amount,September,Valentia Observatory,Millimetres,74.6,2012
7587,Precipitation Amount,September,Belmullet,Millimetres,,2012
7588,Precipitation Amount,September,Shannon Airport,Millimetres,61.9,2012
7589,Precipitation Amount,September,Dublin Airport,Millimetres,83.4,2012
7590,Precipitation Amount,September,Mullingar,Millimetres,62.0,2012
7591,Precipitation Amount,September,Cork Airport,Millimetres,23.1,2012
7592,Precipitation Amount,September,Casement,Millimetres,89.6,2012
7593,Precipitation Amount,September,Phoenix Park,Millimetres,82.4,2012
7594,Precipitation Amount,September,Roches Point,Millimetres,12.9,2012
7595,Precipitation Amount,September,Markree,Millimetres,78.3,2012
7596,Precipitation Amount,October,Malin Head,Millimetres,123.5,2012
7597,Precipitation Amount,October,Claremorris,Millimetres,98.4,2012
7598,Precipitation Amount,October,Valentia Observatory,Millimetres,136.2,2012
7599,Precipitation Amount,October,Belmullet,Millimetres,,2012
7600,Precipitation Amount,October,Shannon Airport,Millimetres,85.6,2012
7601,Precipitation Amount,October,Dublin Airport,Millimetres,71.0,2012
7602,Precipitation Amount,October,Mullingar,Millimetres,90.9,2012
7603,Precipitation Amount,October,Cork Airport,Millimetres,100.1,2012
7604,Precipitation Amount,October,Casement,Millimetres,84.2,2012
7605,Precipitation Amount,October,Phoenix Park,Millimetres,72.7,2012
7606,Precipitation Amount,October,Roches Point,Millimetres,72.6,2012
7607,Precipitation Amount,October,Markree,Millimetres,108.0,2012
7608,Precipitation Amount,November,Malin Head,Millimetres,87.4,2012
7609,Precipitation Amount,November,Claremorris,Millimetres,135.4,2012
7610,Precipitation Amount,November,Valentia Observatory,Millimetres,212.9,2012
7611,Precipitation Amount,November,Belmullet,Millimetres,,2012
7612,Precipitation Amount,November,Shannon Airport,Millimetres,121.0,2012
7613,Precipitation Amount,November,Dublin Airport,Millimetres,72.0,2012
7614,Precipitation Amount,November,Mullingar,Millimetres,68.3,2012
7615,Precipitation Amount,November,Cork Airport,Millimetres,116.8,2012
7616,Precipitation Amount,November,Casement,Millimetres,79.8,2012
7617,Precipitation Amount,November,Phoenix Park,Millimetres,68.0,2012
7618,Precipitation Amount,November,Roches Point,Millimetres,83.7,2012
7619,Precipitation Amount,November,Markree,Millimetres,115.4,2012
7620,Precipitation Amount,December,Malin Head,Millimetres,149.3,2012
7621,Precipitation Amount,December,Claremorris,Millimetres,160.3,2012
7622,Precipitation Amount,December,Valentia Observatory,Millimetres,173.5,2012
7623,Precipitation Amount,December,Belmullet,Millimetres,,2012
7624,Precipitation Amount,December,Shannon Airport,Millimetres,113.7,2012
7625,Precipitation Amount,December,Dublin Airport,Millimetres,52.3,2012
7626,Precipitation Amount,December,Mullingar,Millimetres,91.2,2012
7627,Precipitation Amount,December,Cork Airport,Millimetres,145.2,2012
7628,Precipitation Amount,December,Casement,Millimetres,46.8,2012
7629,Precipitation Amount,December,Phoenix Park,Millimetres,47.5,2012
7630,Precipitation Amount,December,Roches Point,Millimetres,121.1,2012
7631,Precipitation Amount,December,Markree,Millimetres,128.7,2012
7632,Precipitation Amount,January,Malin Head,Millimetres,140.9,2013
7633,Precipitation Amount,January,Claremorris,Millimetres,175.7,2013
7634,Precipitation Amount,January,Valentia Observatory,Millimetres,276.3,2013
7635,Precipitation Amount,January,Belmullet,Millimetres,154.8,2013
7636,Precipitation Amount,January,Shannon Airport,Millimetres,107.0,2013
7637,Precipitation Amount,January,Dublin Airport,Millimetres,94.4,2013
7638,Precipitation Amount,January,Mullingar,Millimetres,117.8,2013
7639,Precipitation Amount,January,Cork Airport,Millimetres,159.0,2013
7640,Precipitation Amount,January,Casement,Millimetres,69.5,2013
7641,Precipitation Amount,January,Phoenix Park,Millimetres,83.6,2013
7642,Precipitation Amount,January,Roches Point,Millimetres,131.5,2013
7643,Precipitation Amount,January,Markree,Millimetres,142.8,2013
7644,Precipitation Amount,February,Malin Head,Millimetres,74.1,2013
7645,Precipitation Amount,February,Claremorris,Millimetres,56.5,2013
7646,Precipitation Amount,February,Valentia Observatory,Millimetres,77.7,2013
7647,Precipitation Amount,February,Belmullet,Millimetres,60.0,2013
7648,Precipitation Amount,February,Shannon Airport,Millimetres,49.6,2013
7649,Precipitation Amount,February,Dublin Airport,Millimetres,47.3,2013
7650,Precipitation Amount,February,Mullingar,Millimetres,54.8,2013
7651,Precipitation Amount,February,Cork Airport,Millimetres,51.7,2013
7652,Precipitation Amount,February,Casement,Millimetres,45.2,2013
